Kod_Kursus,Nama_Kursus,Tahun_Kursus,Tempoh_Kursus,Bidang,Sub_Bidang,Skim_Gred,Skim_Kod,Nama_Skim
ISA0017,KURSUS KOMUNIKASI ORGANISASI,2024,2,KOMUNIKASI,Perundingan,B44,B,Bakat dan Seni
ISB0002,BETTER PRONUNCIATION FOR RTM NEWSCASTERS,2024,2,BAHASA,English,B29,B,Bakat dan Seni
KAA0001,Kursus Familiarisasi Ekosistem Kondusif Sektor Awam (EKSA),2022,2,PENGURUSAN,Kualiti,B19,B,Bakat dan Seni
KAA0004,Kursus E-Poster Animasi Grafik/Montaj: MS Powerpoint,2021,3,ICT,Produktiviti Desktop,B19,B,Bakat dan Seni
KAA0008,Kursus Pembacaan Berkesan,2023,2,PENGURUSAN,Perpustakaan dan Pembacaan,B19,B,Bakat dan Seni
KAA0009,Bengkel Audit Dalam Ekosistem Kondusif Sektor Awam (EKSA),2022,2,INOVASI DAN KREATIVITI,Creativity in Work Culture,B19,B,Bakat dan Seni
KAA0012,KURSUS FAMILIARISASI DAN AUDIT DALAMAN EKOSISTEM KONDUSIF SEKTOR AWAM (EKSA),2023,2,INOVASI DAN KREATIVITI,Kumpulan Inovatif dan Kreatif,B19,B,Bakat dan Seni
KAA0016,Bengkel Perpustakaan Keluarga,2023,1,PENGURUSAN,Perpustakaan dan Pembacaan,B22,B,Bakat dan Seni
KBA0003,Power Up Your English Series: Effective Report Writing,2022,3,BAHASA,English,B48,B,Bakat dan Seni
KBA0009,Bahasa Mandarin Intensif,2021,3,BAHASA,Mandarin,B32,B,Bakat dan Seni
KBA0016,Enhancing Delivery Service: English for Functional Purposes,2021,12,BAHASA,English,B29,B,Bakat dan Seni
KBA0017,Bahasa Mandarin Komunikasi Harian Tahap 1,2022,12,BAHASA,Mandarin,B19,B,Bakat dan Seni
KBA0024,Kursus Asas Penulisan Teks Ucapan Kerajaan,2022,2,BAHASA,Bahasa Melayu,B44,B,Bakat dan Seni
KBA0026,Kursus Pembacaan Berkesan,2023,2,BAHASA,Bahasa Melayu,B19,B,Bakat dan Seni
KBA0027,Kursus Asas Bahasa Tamil (Lisan) untuk Pegawai Barisan Hadapan Perkhidmatan Awam,2023,3,BAHASA,Bahasa Tamil,B41,B,Bakat dan Seni
KBA0028,Kursus Asas Bahasa Thai (Lisan) untuk Pegawai Barisan Hadapan Perkhidmatan Awam,2023,3,BAHASA,Bahasa Thai,B19,B,Bakat dan Seni
KCA0047,Kursus Pembangunan Laman Web Joomla,2022,3,ICT,Pembangunan Sistem,B22,B,Bakat dan Seni
KCA0083,Kursus Refresher DGCCR Certified Trainers,2023,3,ICT,Pengurusan Strategik ICT,B44,B,Bakat dan Seni
KCA0090,Kursus Teknikal UiPath Robotic Process Automation (RPA),2023,3,ICT,Pembangunan Sistem,B19,B,Bakat dan Seni
KCA0128,Kursus Asas Reka Poster Canva,2023,1,ICT,Produktiviti Desktop,B29,B,Bakat dan Seni
KCA0132,Kursus Chat GPT,2024,1,ICT,Pembangunan Sistem,B41,B,Bakat dan Seni
KCA0135,Kursus Pengenalan Kepada Kecerdasan Buatan (AI),2024,1,ICT,Sains Data,B32,B,Bakat dan Seni
KCB0026,Kursus Asas Pengurusan Keselamatan Maklumat ISMS ISO 27001 : 2022,2024,2,ICT,Keselamatan dan Perlindungan Maklumat,B44,B,Bakat dan Seni
KEA0002,Kursus Etika Kerja Perkhidmatan Awam : Peranan Penyelia,2021,1,KEPIMPINAN,Kepimpinan,B41,B,Bakat dan Seni
KEA0013,Kursus Etika Perkhidmatan Awam,2022,1,PEMBANGUNAN DIRI DAN SAHSIAH,Keperibadian dan Profesionalisme,B27,B,Bakat dan Seni
KEA0016,Kursus Gerbang Barzakh,2022,1,PEMBANGUNAN DIRI DAN SAHSIAH,Keperibadian dan Profesionalisme,B19,B,Bakat dan Seni
KFA0016,Kursus Revolusi Perindustrian Keempat (4IR) dan Ekonomi Digital (Pengurusan & Profesional),2021,3,EKONOMI,Pengetahuan,B44,B,Bakat dan Seni
KFA0017,Kursus Pengenalan kepada Matlamat Pembangunan Mampan (SDG),2021,3,EKONOMI,Pengetahuan,B41,B,Bakat dan Seni
KFA0021,Kursus Trade Negotiation Skills: FTA in Goods,2021,3,EKONOMI,Pengetahuan,B41,B,Bakat dan Seni
KFA0022,Kursus The Blue and Green Economy,2024,2,EKONOMI,Pengetahuan,B41,B,Bakat dan Seni
KFA0031,Kursus Revolusi Perindustrian Keempat (4IR) dan Ekonomi Digital,2022,2,EKONOMI,Pengetahuan,B29,B,Bakat dan Seni
KFA0032,Kursus Negara Keusahawanan,2023,3,EKONOMI,Pengetahuan,B44,B,Bakat dan Seni
KFA0041,Kursus Sistem Pengurusan Aset (SPA),2024,2,KEWANGAN,Pengurusan Aset dan Stor,B32,B,Bakat dan Seni
KFA0047,Kursus Asas Perolehan Kerajaan (Kerja),2024,4,KEWANGAN,Kewangan,B41,B,Bakat dan Seni
KFB0003,Kursus Sijil Pentauliahan Perolehan Kerajaan (SPPK) Perunding,2024,5,KEWANGAN,Perolehan,B41,B,Bakat dan Seni
KFD1001,Kursus Instrumen Pembiayaan Alternatif,2022,2,EKONOMI,Pengetahuan,B44,B,Bakat dan Seni
KLA1008,Futures Thinking and Scenario Planning Workshop (Elementary),2022,3,KEPIMPINAN,Kepimpinan,B48,B,Bakat dan Seni
KLA1015,Kursus Kepimpinan Transformatif dan Pengurusan Organisasi 1.0,2022,2,KEPIMPINAN,Kepimpinan,B44,B,Bakat dan Seni
KNA0004,Kursus Panel Penilai Horizon Baharu KIK,2021,2,INOVASI DAN KREATIVITI,Kumpulan Inovatif dan Kreatif,B48,B,Bakat dan Seni
KNA0012,Kursus Penyeliaan Berkesan (Pelaksana),2024,3,KEPIMPINAN,Kepimpinan,B32,B,Bakat dan Seni
KNA0013,Kursus Pengurusan Harta Intelek Dan Pengkomesilan,2021,4,INOVASI DAN KREATIVITI,Pengurusan Harta Intelek,B54,B,Bakat dan Seni
KNA0014,Kursus Penyeliaan Berkesan (Pengurusan & Profesional),2022,3,KEPIMPINAN,Kepimpinan,B44,B,Bakat dan Seni
KNA0015,Kursus Human Resource Champions: Perancangan dan Pembangunan Organisasi,2024,3,PENGURUSAN,Sumber Manusia (Perkhidmatan),B22,B,Bakat dan Seni
KNA0017,Kursus Human Resource Champions: Pengurusan Tatatertib,2022,3,PENGURUSAN,Sumber Manusia (Perkhidmatan),B41,B,Bakat dan Seni
KNA0020,Kursus Human Resource Champions: Pembangunan Modal Insan,2022,2,PENGURUSAN,Sumber Manusia (Perkhidmatan),B19,B,Bakat dan Seni
KPA0002,Utilizing Regulatory Impact Analysis (RIA) for Better Regulation,2024,3,DASAR,Pengurusan Dasar Awam,B44,B,Bakat dan Seni
KPA0006,Seni Berkebun di Rumah,2023,2,PERTANIAN,PENGEMBANGAN PERTANIAN,B44,B,Bakat dan Seni
KPB0010,Kursus Tadbir Urus Terbaik,2024,2,DASAR,Tadbir Urus,B19,B,Bakat dan Seni
KRA0001,Kursus Penulisan Teks Ucapan Majlis Rasmi,2023,2,BAHASA,Bahasa Melayu,B42,B,Bakat dan Seni
KRA0002,Kursus Teknik Penulisan Artikel di Media Massa,2023,2,BAHASA,Bahasa Melayu,B44,B,Bakat dan Seni
SZA0017,Kursus RBTCS: Adobe Photoshop (Basic to Advanced),2021,3,ICT,Produktiviti Desktop,B29,B,Bakat dan Seni
SZA0019,Kursus Pengukuhan Pasukan,2022,4,PEMBANGUNAN DIRI DAN SAHSIAH,Pengukuhan Pasukan,B19,B,Bakat dan Seni
SZA0025,Kursus Human Resource Champions Modul 5: Pengurusan Perkhidmatan dan Prestasi,2021,3,PENGURUSAN,Sumber Manusia (Perkhidmatan),B19,B,Bakat dan Seni
SZA0028,Kursus Komunikasi Berkesan,2021,1,PEMBANGUNAN DIRI DAN SAHSIAH,Keyakinan Diri,B29,B,Bakat dan Seni
SZA0035,Kursus myPortfolio: Panduan Kerja Sektor Awam,2022,2,PENGURUSAN,Sumber Manusia (Perkhidmatan),B32,B,Bakat dan Seni
SZA0036,Kursus Pengurusan Mesyuarat,2024,3,PENGURUSAN,Sumber Manusia (Perkhidmatan),B32,B,Bakat dan Seni
SZA0041,Kursus RBTCS: Adobe Premiere Pro,2022,3,ICT,Produktiviti Desktop,B19,B,Bakat dan Seni
SZA0047,Kursus Asas Perkhidmatan,2022,3,PENGURUSAN,Sumber Manusia (Perkhidmatan),B19,B,Bakat dan Seni
SZA0052,Mudahnya Design Canva,2023,3,ICT,Produktiviti Desktop,B22,B,Bakat dan Seni
SZA0054,Kursus Adobe After Effects,2023,3,ICT,Produktiviti Desktop,B29,B,Bakat dan Seni
SZA0055,Kursus Kecemerlangan Diri,2023,3,PEMBANGUNAN DIRI DAN SAHSIAH,Keperibadian dan Profesionalisme,B29,B,Bakat dan Seni
SZA0056,"Kursus Penulisan Dokumen Rasmi Kerajaan (Surat Rasmi, Memo dan E-Mel)",2024,2,BAHASA,Bahasa Melayu,B38,B,Bakat dan Seni
TZA0001,Kursus Pengukuhan Pasukan,2022,4,PEMBANGUNAN DIRI DAN SAHSIAH,Pengukuhan Pasukan,B29,B,Bakat dan Seni
TZA0002,Kursus Innovation: Do You Want To Be Creative?,2021,2,PENGURUSAN,Perubahan,B41,B,Bakat dan Seni
TZA0007,Kursus Tatacara Pengurusan Stor dalam Pengurusan Kewangan Negara,2023,4,KEWANGAN,Pengurusan Aset dan Stor,B29,B,Bakat dan Seni
TZA0013,Kursus Sistem Pengurusan Aset,2021,2,KEWANGAN,Pengurusan Aset dan Stor,B32,B,Bakat dan Seni
TZA0028,RBTCS Infographics Using PowerPoint,2021,3,ICT,Pengurusan Maklumat,B29,B,Bakat dan Seni
TZA0029,RBTCS MICROSOFT Office 2016 Tips & Tricks,2021,2,ICT,Pengurusan Maklumat,B29,B,Bakat dan Seni
TZA0033,Kursus Bahasa Mandarin Untuk Interaksi Harian,2021,3,BAHASA,Mandarin,B19,B,Bakat dan Seni
TZA0037,Kursus Language Awareness For Communicative Success: Basic Grammar,2021,2,BAHASA,English,B19,B,Bakat dan Seni
TZA0047,RBTCS: Adobe Premier,2022,3,ICT,Pengurusan Maklumat,B22,B,Bakat dan Seni
TZA0051,Kursus Sense of Urgency,2024,3,PEMBANGUNAN DIRI DAN SAHSIAH,Keperibadian dan Profesionalisme,B32,B,Bakat dan Seni
TZA0054,Kursus Keluarga Rahmah,2023,1,PEMBANGUNAN DIRI DAN SAHSIAH,Keperibadian dan Profesionalisme,B29,B,Bakat dan Seni
TZA0055,Kursus Kreativiti di Tempat Kerja,2023,3,INOVASI DAN KREATIVITI,Kumpulan Inovatif dan Kreatif,B29,B,Bakat dan Seni
TZA0058,KURSUS PENERAPAN EMPATI PENJAWAT AWAM,2023,3,INOVASI DAN KREATIVITI,Kumpulan Inovatif dan Kreatif,B30,B,Bakat dan Seni
TZA0061,KURSUS ETIKET PROFESIONAL PERKHIDMATAN AWAM,2024,3,KOMUNIKASI,Pengurusan Pelanggan,B19,B,Bakat dan Seni
UZA0010,"Kursus Protokol, Etiket Sosial dan Pengurusan Majlis",2021,3,KOMUNIKASI,Protokol dan Pengurusan Majlis,B29,B,Bakat dan Seni
UZA0016,Kursus Pembangunan Panel Penilai Horizon Baharu (KIK),2021,2,INOVASI DAN KREATIVITI,Kumpulan Inovatif dan Kreatif,B19,B,Bakat dan Seni
UZA0018,Kursus Design Thinking Masterclass,2021,2,INOVASI DAN KREATIVITI,Kumpulan Inovatif dan Kreatif,B48,B,Bakat dan Seni
UZA0020,Kursus Etika Kerja: Gamifikasi,2021,1,PEMBANGUNAN DIRI DAN SAHSIAH,Keperibadian dan Profesionalisme,B19,B,Bakat dan Seni
UZA0022,Kursus Penyeliaan Berkesan (Asas),2021,2,PENGURUSAN,Krisis Dan Konflik,B32,B,Bakat dan Seni
UZA0024,Kursus Language Awareness for Communicative Success: Basic Grammar,2023,2,BAHASA,English,B22,B,Bakat dan Seni
UZA0026,Kursus Integriti Maklumat: Gamifikasi,2021,1,PEMBANGUNAN DIRI DAN SAHSIAH,Petunjuk & Prestasi (KPI),B19,B,Bakat dan Seni
UZA0028,Kursus Pengurusan Gangguan Seksual di Tempat Kerja,2022,3,PENGURUSAN,Sumber Manusia (Perkhidmatan),B22,B,Bakat dan Seni
UZA0029,Kursus Pengucapan Awam,2021,3,PEMBANGUNAN DIRI DAN SAHSIAH,Keyakinan Diri,B19,B,Bakat dan Seni
UZA0036,RBTCS: Microsoft Office 2019: Tips and Tricks,2022,3,ICT,Produktiviti Desktop,B32,B,Bakat dan Seni
UZA0037,RBTCS: Playworks - Excel Fun Formulas,2022,3,ICT,Produktiviti Desktop,B32,B,Bakat dan Seni
UZA0038,RBTCS: Infographics Using PowerPoint,2022,3,ICT,Produktiviti Desktop,B44,B,Bakat dan Seni
UZA0040,RBTCS: Data Science Series: Analysing and Imagining Data Using Excel,2021,3,ICT,Pengurusan Maklumat,B32,B,Bakat dan Seni
UZA0044,"Kursus Ekosistem Kondusif Sektor Awam (EKSA): Prinsip, Prosedur dan Amalan",2022,3,INOVASI DAN KREATIVITI,Pengkomersialan inovasi,B19,B,Bakat dan Seni
UZA0046,Kursus Kepimpinan Transformatif dan Pengurusan Organisasi 1.0,2022,2,KEPIMPINAN,Kepimpinan,B32,B,Bakat dan Seni
UZA0048,Kursus Enhancing Delivery Service: English for Customer Service,2022,2,BAHASA,English,B19,B,Bakat dan Seni
UZA0053,Kursus Sistem Pengurusan Aset Alih Kerajaan (SPAA 3.1) SPA,2022,2,KEWANGAN,Pengurusan Aset dan Stor,B32,B,Bakat dan Seni
UZA0054,Bengkel Smartphone Videografi,2022,2,PENERBITAN,Creative Image/Video,B19,B,Bakat dan Seni
UZA0058,Power Editing Shots With PowerPoint,2023,3,ICT,Produktiviti Desktop,B29,B,Bakat dan Seni
UZA0059,Infographic Using PowerPoint,2023,3,ICT,Produktiviti Desktop,B32,B,Bakat dan Seni
UZA0060,Design Like Pro With Canva,2023,2,ICT,Produktiviti Desktop,B19,B,Bakat dan Seni
UZA0061,Kenali Personaliti Perkhidmatan Berkualiti,2024,3,PEMBANGUNAN DIRI DAN SAHSIAH,Keperibadian dan Profesionalisme,B19,B,Bakat dan Seni
UZA0063,"Kursus Penulisan Dokumen Rasmi Kerajaan (Surat Rasmi, Memo, Emel)",2023,2,BAHASA,Bahasa Melayu,B19,B,Bakat dan Seni
UZA0068,Bengkel Pembangunan Kompetensi Jawatankuasa Penyediaan Spesifikasi,2024,3,KEWANGAN,Perolehan,B19,B,Bakat dan Seni
WZA0022,Kepimpinan Transformatif dan Pengurusan Organisasi 1.0 (TLOM 1.0),2022,3,KEPIMPINAN,Kepimpinan,B41,B,Bakat dan Seni
WZA0028,Komunikasi Tersirat (Non-Verbal),2021,2,PEMBANGUNAN DIRI DAN SAHSIAH,Keyakinan Diri,B19,B,Bakat dan Seni
WZA0029,Tatacara Pengacaraan Majlis,2021,2,KOMUNIKASI,Protokol dan Pengurusan Majlis,B44,B,Bakat dan Seni
WZA0033,Kursus Horizon Baharu Kumpulan Inovatif dan Kreatif (KIK),2021,2,INOVASI DAN KREATIVITI,Kumpulan Inovatif dan Kreatif,B19,B,Bakat dan Seni
WZA0034,Kursus Mastering Innovation through Design Thinking,2022,2,PENGURUSAN,Perubahan,B19,B,Bakat dan Seni
WZA0036,"RBTCS:  Microsoft Word 2016 Step by Step (Intro, Intermediate & Advanced)",2021,3,ICT,Produktiviti Desktop,B44,B,Bakat dan Seni
WZA0039,Asas Perakaunan Akruan,2023,3,KEWANGAN,Kewangan,B52,B,Bakat dan Seni
WZA0041,"""Human Resource Champion"": Pengurusan Gaji, Elaun dan Kemudahan",2022,3,PENGURUSAN,Sumber Manusia (Perkhidmatan),B29,B,Bakat dan Seni
WZA0044,"RBTCS:  Adobe Photoshop CS4, CS5, CS6 & CC (Basic – Advanced)",2022,3,ICT,Produktiviti Desktop,B41,B,Bakat dan Seni
WZA0046,"RBTCS:  Adobe Illustrator CS4, CS5, CS6 & CC (Basic – Advanced)",2022,3,ICT,Produktiviti Desktop,B29,B,Bakat dan Seni
WZA0047,Kursus Etika Kerja Perkhidmatan Awam: Peranan Penyelia,2024,2,KEPIMPINAN,Kepimpinan,B38,B,Bakat dan Seni
WZA0055,RBTCS: Microsoft Office 2019 - Tips & Tricks,2021,3,ICT,Produktiviti Desktop,B29,B,Bakat dan Seni
WZA0056,Penyeliaan Berkesan (Asas),2023,4,KEPIMPINAN,Kepimpinan,B44,B,Bakat dan Seni
WZA0063,RBTCS: Adobe InDesign CC/CS6,2022,3,ICT,Produktiviti Desktop,B19,B,Bakat dan Seni
WZA0069,KURSUS POWER UP YOUR ENGLISH: BETTER PRONUNCIATION,2024,3,BAHASA,English,B25,B,Bakat dan Seni
AAA0029,KURSUS KESELAMATAN DAN KUALITI MAKANAN (UPSKILLING-PP),2024,3,PERTANIAN,PENGEMBANGAN PERTANIAN,C32,C,Sains
BZA0013,Bengkel Pengurusan Buku Perkhidmatan Kerajaan,2021,2,PENGURUSAN,Sumber Manusia (Perkhidmatan),C19,C,Sains
BZA0016,Kursus Kepimpinan Transformatif dan Pengurusan Organisasi,2021,2,KEPIMPINAN,Kepimpinan,C44,C,Sains
BZA0026,Kursus Leadership Plus,2021,2,KEPIMPINAN,Kepimpinan,C48,C,Sains
BZA0027,Kursus Negara Bangsa,2021,2,PEMBANGUNAN DIRI DAN SAHSIAH,Keyakinan Diri,C19,C,Sains
BZA0028,Kursus Pengaktifan Amanah Dalam Organisasi,2021,3,PEMBANGUNAN DIRI DAN SAHSIAH,Keperibadian dan Profesionalisme,C29,C,Sains
BZA0029,RBTCS: Microsoft Power BI Essentials,2021,2,ICT,Pengurusan Pangkalan Data,C41,C,Sains
BZA0038,Kursus Pengurusan Mesyuarat,2022,4,PENGURUSAN,Sumber Manusia (Perkhidmatan),C38,C,Sains
BZA0043,"RBTCS: Get Creative: Microsoft Excel 2016 Step by Step (Intro, Intermediate & Advanced)",2022,3,ICT,Pengurusan Pangkalan Data,C29,C,Sains
BZA0046,Kursus Integriti dan Tadbir Urus Terbaik dalam Pengurusan Kewangan Kerajaan,2022,2,KEWANGAN,Kewangan,C29,C,Sains
BZA0052,Kursus Smartphone Videography & Editing,2022,1,PENERBITAN,Creative Image/Video,C19,C,Sains
BZA0068,Kursus Analisis Penyata Kewangan,2023,3,KEWANGAN,Kewangan,C32,C,Sains
BZA0070,Kursus Google Dashboard,2023,2,ICT,Pengurusan Projek ICT,C44,C,Sains
CAA0027,KURSUS PEMINDAHAN TEKNOLOGI TERNAKAN IKAN SANGKAR DI DALAM KOLAM (UPSKILLING-GS),2023,2,PERIKANAN,AKUAKULTUR,C19,C,Sains
CAA0044,KURSUS MERISIK MERKURI: KESEDARAN DAN KESELAMATAN DALAM MAKANAN LAUT (UPSKILLING-PP),2024,3,PERIKANAN,PENYELIDIKAN PERIKANAN,C22,C,Sains
CAA0045,KURSUS ANALISIS PARASITOLOGI (PENGESANAN CACING NEMATOD ANISAKIS) (UPSKILLING-PP),2024,2,PERIKANAN,PENYELIDIKAN PERIKANAN,C22,C,Sains
CAA0046,KURSUS PEMANTAUAN KUALITI AIR MENGGUNAKAN AKUATIK EKOTOKSIKOLOGI (UPSKILLING-PP),2024,4,PERIKANAN,PENYELIDIKAN PERIKANAN,C22,C,Sains
CAA0063,KURSUS PEMINDAHAN TEKNOLOGI TERNAKAN MAKANAN HIDUP AIR TAWAR HIGENIK UNTUK INDUSTRI HATCERI DAN AKUARIUM 2024 (UPSKILLING-GS),2024,2,PERIKANAN,AKUAKULTUR,C32,C,Sains
CCA0005,PENGURUSAN DAN PENYIMPANAN REKOD PERNIAGAAN,2022,3,KEWANGAN,Kewangan,C22,C,Sains
CCA0008,"PENGUKUHAN GOVERNANS, INTEGRITI DAN ANTIRASUAH",2022,2,PEMBANGUNAN DIRI DAN SAHSIAH,Keperibadian dan Profesionalisme,C29,C,Sains
CCA0017,DIAGNOSTIK DAN KAWALAN PENYAKIT SERTA PEROSAK TANAMAN PADI,2022,2,PERTANIAN,PENGEMBANGAN PERTANIAN,C19,C,Sains
CCA0023,MICROSOFT EXCEL (ADVANCE),2022,4,ICT,Produktiviti Desktop,C22,C,Sains
CCA0029,DIAGNOSTIK PEROSAK & PENYAKIT TANAMAN SAYUR-SAYURAN,2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,C22,C,Sains
CCA0030,REKABENTUK PENGAIRAN & PENYALIRAN LADANG,2023,3,PERTANIAN,PENGURUSAN LADANG,C41,C,Sains
CCA0031,TATACARA PENGURUSAN ASET TAK ALIH (TPATA),2023,2,PENGURUSAN,Pengurusan Persekitaran,C29,C,Sains
CCA0038,PERKHIDMATAN,2023,2,PENGURUSAN,Pengurusan Dokumen Rasmi,C19,C,Sains
CCA0041,PEMANDUAN BERHEMAH SIRI 1,2023,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,C19,C,Sains
CCA0044,PENGENALAN KEPADA INDUSTRIAL REVOLUSION IR4.0 SEKTOR PERTANIAN,2023,3,ICT,Kejuruteraan Sistem,C44,C,Sains
CCA0048,KOMUNIKASI BERKESAN ZON UTARA,2023,3,ICT,Pengurusan Maklumat,C22,C,Sains
CCA0054,Kursus Pemeriksaan Aset Alih Kerajaan dan Penggunaan Modul Pemeriksaan Aset Alih Sistem mySPA,2024,3,PENGURUSAN,Pengurusan Dokumen Rasmi,C19,C,Sains
CCA0055,Kursus Pendaftaran Dan Pelupusan Aset Tak Alih Kerajaan,2024,3,PENGURUSAN,Pengurusan Dokumen Rasmi,C19,C,Sains
CCA0064,Kursus Asas Penyiasatan Guna Tanah,2024,3,PERTANIAN,PENGEMBANGAN PERTANIAN,C22,C,Sains
CCA0072,Kursus Kemahiran Komunikasi Pengembangan Berkesan Zon Utara,2024,3,KOMUNIKASI,KOMUNIKASI MEDIA BAHARU,C19,C,Sains
CCA0073,Kursus The Power of Microsoft Excel (Advance),2024,4,ICT,Digital Skills Trainer,C19,C,Sains
CCA0075,Kursus Management Tools,2024,3,KEPIMPINAN,Kepimpinan,C44,C,Sains
DDA0002,Kursus Komponen Hasil &  Pemutuan Padi,2022,3,PERTANIAN,PENGURUSAN LADANG,C19,C,Sains
DDA0005,Kursus Pertolongan Cemas,2022,2,KESELAMATAN,Keselamatan Dan Kesihatan Pekerjaan,C44,C,Sains
DDA0009,Kursus Tanaman Sayur Secara Fertigasi Dan Hidroponik,2022,3,PERTANIAN,PENGEMBANGAN PERTANIAN,C22,C,Sains
DDA0013,Kursus Pengenalan Kepada Biosekuriti Tumbuhan Zon Timur,2022,3,PERTANIAN,PENGURUSAN BIOSEKURITI TUMBUHAN,C22,C,Sains
DDA0014,Kursus mySPA,2022,3,ICT,Pengurusan Maklumat,C22,C,Sains
DDA0016,Kursus Fertigasi Cili Berhasil Tinggi,2022,2,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,C22,C,Sains
DDA0024,Kursus Teknologi Tanaman Durian dan Pengecaman (Kriteria dan Standard Penilaian Buah Durian),2022,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,C19,C,Sains
DDA0026,Teknologi Penghasilan Madu Kelulut Berkualiti Tinggi,2022,2,PERTANIAN,PENGEMBANGAN PERTANIAN,C19,C,Sains
DDA0027,Kursus Tatacara Pengurusan Stor Kerajaan dan Penggunaan Sistem mySPS,2023,3,PENGURUSAN,Pengurusan Dokumen Rasmi,C44,C,Sains
DDA0028,Kursus Jati Diri Dan Nilai-Nilai Murni,2023,3,PEMBANGUNAN DIRI DAN SAHSIAH,Pengukuhan Pasukan,C22,C,Sains
DDA0031,Kursus Teknologi Tanaman Mangga,2023,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,C19,C,Sains
DDA0032,Kursus Pemeriksaan Aset Alih Kerajaan dan Penggunaan Modul Pemeriksaan Aset Alih Sistem mySPA,2023,2,PENGURUSAN,Pengurusan Dokumen Rasmi,C22,C,Sains
DDA0034,"Kursus Penggunaan Drone Bagi Kerja-Kerja Pembajaan, Kawalan Perosak & Rumpai",2023,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,C41,C,Sains
DDA0036,Kursus Pengurusan Tanah Siri 2,2023,4,PERTANIAN,PENGURUSAN SUMBER TANAH PERTANIAN,C22,C,Sains
DDA0037,Kursus Intensif Pemantapan Kumpulan Pelaksana,2023,3,PEMBANGUNAN DIRI DAN SAHSIAH,Keyakinan Diri,C22,C,Sains
DDA0039,Kursus Teknologi Penghasilan Madu Kelulut Berkualiti Tinggi,2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,C22,C,Sains
DDA0040,Kursus Teknologi Tanaman Tembikai,2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,C19,C,Sains
DDA0041,Kursus Diagnostik Perosak & Penyakit Tanaman Padi,2023,3,PERTANIAN,PENGURUSAN BIOSEKURITI TUMBUHAN,C19,C,Sains
DDA0043,Kursus Interpretasi Keputusan Analisis Sampel Tanah,2023,2,PERTANIAN,PENGURUSAN SUMBER TANAH PERTANIAN,C22,C,Sains
DDA0044,Kursus Pengenalpastian Varieti Tanaman Terpilih,2023,3,PERTANIAN,PENGETAHUAN UNDANG-UNDANG & DASAR BERKAITAN BIDANG PERTANIAN,C19,C,Sains
DDA0046,Kursus Komunikasi Berkesan Zon Timur,2023,3,PEMBANGUNAN DIRI DAN SAHSIAH,Keperibadian dan Profesionalisme,C22,C,Sains
DDA0047,Kursus Fertigasi Cili Dan Timun,2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,C22,C,Sains
DDA0050,Kursus Pengiraan Komponen Hasil Padi,2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,C19,C,Sains
DDA0051,Kursus Pengurusan Perosak Bersepadu (IPM),2023,1,PERTANIAN,PENGURUSAN BIOSEKURITI TUMBUHAN,C19,C,Sains
DDA0053,Kursus Teknologi Penghasilan Madu Kelulut Berkualiti Tinggi,2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,C22,C,Sains
DDA0059,Kursus Kesedaran Keselamatan Perlindungan (Akta Rahsia Rasmi 1972),2024,2,PENGURUSAN,Pengurusan Dokumen Rasmi,C22,C,Sains
DDA0065,"Kursus Perancangan, Pengurusan dan Penilaian Projek",2024,1,PERTANIAN,PENGETAHUAN UNDANG-UNDANG & DASAR BERKAITAN BIDANG PERTANIAN,C19,C,Sains
DDA0067,Kursus Pengurusan Fertigasi Sayur Buah,2024,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,C19,C,Sains
DDA0069,Kursus Penghasilan Benih Cendawan Berkualiti dan Berpotensi,2024,3,PERTANIAN,PENGEMBANGAN PERTANIAN,C22,C,Sains
DDA0070,Kursus Pengurusan Tanaman Keledek,2024,3,PERTANIAN,PENGEMBANGAN PERTANIAN,C32,C,Sains
DDA0071,Kursus Pakej Teknologi Tanaman Durian,2024,3,PERTANIAN,PENGEMBANGAN PERTANIAN,C22,C,Sains
DDA0074,Kursus Pengurusan Cendawan Sisir,2024,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,C22,C,Sains
DDA0083,Kursus Keselamatan dan Kesihatan Pekerjaan Sektor Pertanian,2024,34,PERTANIAN,PENGETAHUAN UNDANG-UNDANG & DASAR BERKAITAN BIDANG PERTANIAN,C22,C,Sains
EAA0011,BENGKEL PELAKSANAAN DTIMS BAGI PENGURUSAN KURSUS UPSKILLING DAN RESKILLING TAHUN 2023 DVS,2023,1,PEMBANGUNAN LATIHAN,Coaching,C29,C,Sains
